	HB.var_c
1.59999999999999587E1	9	2.21556240148092920E10
1.59999999999999587E1	10	2.46173600164547590E10

var_c	harmindex	freq[139, ::]
1.60999999999999588E1	0	0.00000000000000000E0
1.60999999999999588E1	1	2.46167678563300774E9
1.60999999999999588E1	2	4.92335357126601547E9
1.60999999999999588E1	3	7.38503035689902543E9
1.60999999999999588E1	4	9.84670714253203094E9
1.60999999999999588E1	5	1.23083839281650387E10
1.60999999999999588E1	6	1.47700607137980500E10
1.60999999999999588E1	7	1.72317374994310546E10
1.60999999999999588E1	8	1.96934142850640614E10
1.60999999999999588E1	9	2.21550910706970772E10
1.60999999999999588E1	10	2.46167678563300774E10

var_c	harmindex	freq[140, ::]
1.61999999999999611E1	0	0.00000000000000000E0
1.61999999999999611E1	1	2.46161829064075111E9
1.61999999999999611E1	2	4.92323658128150221E9
1.61999999999999611E1	3	7.38485487192225065E9
1.61999999999999611E1	4	9.84647316256300442E9
1.61999999999999611E1	5	1.23080914532037555E10
1.61999999999999611E1	6	1.47697097438445013E10
1.61999999999999611E1	7	1.72313280344852560E10
1.61999999999999611E1	8	1.96929463251260084E10
1.61999999999999611E1	9	2.21545646157667608E10
1.61999999999999611E1	10	2.46161829064075111E10

var_c	harmindex	freq[141, ::]
1.62999999999999612E1	0	0.00000000000000000E0
1.62999999999999612E1	1	2.46156050357971568E9
1.62999999999999612E1	2	4.92312100715943135E9
1.62999999999999612E1	3	7.38468151073914747E9
1.62999999999999612E1	4	9.84624201431886270E9
1.62999999999999612E1	5	1.23078025178985784E10
1.62999999999999612E1	6	1.47693630214782945E10
1.62999999999999612E1	7	1.72309235250580062E10
1.62999999999999612E1	8	1.96924840286377245E10
1.62999999999999612E1	9	2.21540445322174406E10
1.62999999999999612E1	10	2.46156050357971568E10

var_c	harmindex	freq[142, ::]
1.63999999999999635E1	0	0.00000000000000000E0
1.63999999999999635E1	1	2.46150341167583520E9
1.63999999999999635E1	2	4.92300682335167039E9
1.63999999999999635E1	3	7.38451023502750736E9
1.63999999999999635E1	4	9.84601364670334078E9
1.63999999999999635E1	5	1.23075170583791760E10
1.63999999999999635E1	6	1.47690204700550143E10
1.63999999999999635E1	7	1.72305238817308504E10
1.63999999999999635E1	8	1.96920272934066820E10
1.63999999999999635E1	9	2.21535307050825159E10
1.63999999999999635E1	10	2.46150341167583520E10

var_c	harmindex	freq[143, ::]
1.64999999999999636E1	0	0.00000000000000000E0
1.64999999999999636E1	1	2.46144700246051062E9
1.64999999999999636E1	2	4.92289400492102125E9
1.64999999999999636E1	3	7.38434100738153099E9
1.64999999999999636E1	4	9.84578800984204250E9
1.64999999999999636E1	5	1.23072350123025531E10
1.64999999999999636E1	6	1.47686820147630615E10
1.64999999999999636E1	7	1.72301290172235744E10
1.64999999999999636E1	8	1.96915760196840850E10
1.64999999999999636E1	9	2.21530230221446001E10
1.64999999999999636E1	10	2.46144700246051062E10

var_c	harmindex	freq[144, ::]
1.65999999999999659E1	0	0.00000000000000000E0
1.65999999999999659E1	1	2.46139126376158179E9
1.65999999999999659E1	2	4.92278252752316359E9
1.65999999999999659E1	3	7.38417379128474494E9
1.65999999999999659E1	4	9.84556505504632717E9
1.65999999999999659E1	5	1.23069563188079112E10
1.65999999999999659E1	6	1.47683475825694899E10
1.65999999999999659E1	7	1.72297388463310730E10
1.65999999999999659E1	8	1.96911301100926539E10
1.65999999999999659E1	9	2.21525213738542393E10
1.65999999999999659E1	10	2.46139126376158224E10

var_c	harmindex	freq[145, ::]
1.66999999999999682E1	0	0.00000000000000000E0
1.66999999999999682E1	1	2.46133618369452556E9
1.66999999999999682E1	2	4.92267236738905112E9
1.66999999999999682E1	3	7.38400855108357757E9
1.66999999999999682E1	4	9.84534473477810224E9
1.66999999999999682E1	5	1.23066809184726278E10
1.66999999999999682E1	6	1.47680171021671547E10
1.66999999999999682E1	7	1.72293532858616838E10
1.66999999999999682E1	8	1.96906894695562040E10
1.66999999999999682E1	9	2.21520256532507354E10
1.66999999999999682E1	10	2.46133618369452556E10

var_c	harmindex	freq[146, ::]
1.67999999999999683E1	0	0.00000000000000000E0
1.67999999999999683E1	1	2.46128175065405319E9
1.67999999999999683E1	2	4.92256350130810638E9
1.67999999999999683E1	3	7.38384525196215957E9
1.67999999999999683E1	4	9.84512700261621276E9
1.67999999999999683E1	5	1.23064087532702660E10
1.67999999999999683E1	6	1.47676905039243200E10
1.67999999999999683E1	7	1.72289722545783741E10
1.67999999999999683E1	8	1.96902540052324260E10
1.67999999999999683E1	9	2.21515357558864778E10
1.67999999999999683E1	10	2.46128175065405319E10

var_c	harmindex	freq[147, ::]
1.68999999999999706E1	0	0.00000000000000000E0
1.68999999999999706E1	1	2.46122795330588762E9
1.68999999999999706E1	2	4.92245590661177523E9
1.68999999999999706E1	3	7.38368385991766552E9
1.68999999999999706E1	4	9.84491181322355047E9
1.68999999999999706E1	5	1.23061397665294381E10
1.68999999999999706E1	6	1.47673677198353315E10
1.68999999999999706E1	7	1.72285956731412204E10
1.68999999999999706E1	8	1.96898236264471005E10
1.68999999999999706E1	9	2.21510515797529939E10
1.68999999999999706E1	10	2.46122795330588762E10

var_c	harmindex	freq[148, ::]
1.69999999999999707E1	0	0.00000000000000000E0
1.69999999999999707E1	1	2.46117478057899097E9
1.69999999999999707E1	2	4.92234956115798195E9
1.69999999999999707E1	3	7.38352434173697247E9
1.69999999999999707E1	4	9.84469912231596389E9
1.69999999999999707E1	5	1.23058739028949549E10
1.69999999999999707E1	6	1.47670486834739445E10
1.69999999999999707E1	7	1.72282234640529386E10
1.69999999999999707E1	8	1.96893982446319282E10
1.69999999999999707E1	9	2.21505730252109156E10
1.69999999999999707E1	10	2.46117478057899097E10

var_c	harmindex	freq[149, ::]
1.70999999999999730E1	0	0.00000000000000000E0
1.70999999999999730E1	1	2.46112222165786854E9
1.70999999999999730E1	2	4.92224444331573707E9
1.70999999999999730E1	3	7.38336666497360472E9
1.70999999999999730E1	4	9.84448888663147414E9
1.70999999999999730E1	5	1.23056111082893427E10
1.70999999999999730E1	6	1.47667333299472103E10
1.70999999999999730E1	7	1.72278555516050824E10
1.70999999999999730E1	8	1.96889777732629478E10
1.70999999999999730E1	9	2.21500999949208133E10
1.70999999999999730E1	10	2.46112222165786854E10

var_c	harmindex	freq[150, ::]
1.71999999999999753E1	0	0.00000000000000000E0
1.71999999999999753E1	1	2.46107026597535050E9
1.71999999999999753E1	2	4.92214053195070100E9
1.71999999999999753E1	3	7.38321079792605151E9
1.71999999999999753E1	4	9.84428106390140201E9
1.71999999999999753E1	5	1.23053513298767525E10
1.71999999999999753E1	6	1.47664215958521039E10
1.71999999999999753E1	7	1.72274918618274553E10
1.71999999999999753E1	8	1.96885621278028045E10
1.71999999999999753E1	9	2.21496323937781536E10
1.71999999999999753E1	10	2.46107026597535050E10

var_c	harmindex	freq[151, ::]
1.72999999999999754E1	0	0.00000000000000000E0
1.72999999999999754E1	1	2.46101890320539640E9
1.72999999999999754E1	2	4.92203780641079280E9
1.72999999999999754E1	3	7.38305670961618965E9
1.72999999999999754E1	4	9.84407561282158561E9
1.72999999999999754E1	5	1.23050945160269820E10
1.72999999999999754E1	6	1.47661134192323784E10
1.72999999999999754E1	7	1.72271323224377793E10
1.72999999999999754E1	8	1.96881512256431712E10
1.72999999999999754E1	9	2.21491701288485654E10
1.72999999999999754E1	10	2.46101890320539640E10

var_c	harmindex	freq[152, ::]
1.73999999999999777E1	0	0.00000000000000000E0
1.73999999999999777E1	1	2.46096812325631165E9
1.73999999999999777E1	2	4.92193624651262329E9
1.73999999999999777E1	3	7.38290436976893538E9
1.73999999999999777E1	4	9.84387249302524658E9
1.73999999999999777E1	5	1.23048406162815605E10
1.73999999999999777E1	6	1.47658087395378712E10
1.73999999999999777E1	7	1.72267768627941864E10
1.73999999999999777E1	8	1.96877449860504927E10
1.73999999999999777E1	9	2.21487131093068035E10
1.73999999999999777E1	10	2.46096812325631209E10

var_c	harmindex	freq[153, ::]
1.74999999999999778E1	0	0.00000000000000000E0
1.74999999999999778E1	1	2.46091791626414036E9
1.74999999999999778E1	2	4.92183583252828072E9
1.74999999999999778E1	3	7.38275374879242197E9
1.74999999999999778E1	4	9.84367166505656144E9
1.74999999999999778E1	5	1.23045895813207018E10
1.74999999999999778E1	6	1.47655074975848444E10
1.74999999999999778E1	7	1.72264254138489870E10
1.74999999999999778E1	8	1.96873433301131229E10
1.74999999999999778E1	9	2.21482612463772677E10
1.74999999999999778E1	10	2.46091791626414036E10

var_c	harmindex	freq[154, ::]
1.75999999999999801E1	0	0.00000000000000000E0
1.75999999999999801E1	1	2.46086827258625718E9
1.75999999999999801E1	2	4.92173654517251435E9
1.75999999999999801E1	3	7.38260481775877064E9
1.75999999999999801E1	4	9.84347309034502871E9
1.75999999999999801E1	5	1.23043413629312859E10
1.75999999999999801E1	6	1.47652096355175422E10
1.75999999999999801E1	7	1.72260779081037962E10
1.75999999999999801E1	8	1.96869461806900570E10
1.75999999999999801E1	9	2.21478144532763110E10
1.75999999999999801E1	10	2.46086827258625718E10

var_c	harmindex	freq[155, ::]
1.76999999999999824E1	0	0.00000000000000000E0
1.76999999999999824E1	1	2.46081918279519929E9
1.76999999999999824E1	2	4.92163836559039858E9
1.76999999999999824E1	3	7.38245754838559964E9
1.76999999999999824E1	4	9.84327673118079716E9
1.76999999999999824E1	5	1.23040959139759964E10
1.76999999999999824E1	6	1.47649150967711984E10
1.76999999999999824E1	7	1.72257342795664004E10
1.76999999999999824E1	8	1.96865534623615934E10
1.76999999999999824E1	9	2.21473726451567998E10
1.76999999999999824E1	10	2.46081918279519929E10

var_c	harmindex	freq[156, ::]
1.77999999999999825E1	0	0.00000000000000000E0
1.77999999999999825E1	1	2.46077063767272497E9
1.77999999999999825E1	2	4.92154127534544994E9
1.77999999999999825E1	3	7.38231191301817624E9
1.77999999999999825E1	4	9.84308255069089988E9
1.77999999999999825E1	5	1.23038531883636248E10
1.77999999999999825E1	6	1.47646238260363516E10
1.77999999999999825E1	7	1.72253944637090761E10
1.77999999999999825E1	8	1.96861651013818006E10
1.77999999999999825E1	9	2.21469357390545252E10
1.77999999999999825E1	10	2.46077063767272497E10

var_c	harmindex	freq[157, ::]
1.78999999999999848E1	0	0.00000000000000000E0
1.78999999999999848E1	1	2.46072262820397958E9
1.78999999999999848E1	2	4.92144525640795916E9
1.78999999999999848E1	3	7.38216788461194007E9
1.78999999999999848E1	4	9.84289051281591831E9
1.78999999999999848E1	5	1.23036131410198979E10
1.78999999999999848E1	6	1.47643357692238797E10
1.78999999999999848E1	7	1.72250583974278615E10
1.78999999999999848E1	8	1.96857810256318366E10
1.78999999999999848E1	9	2.21465036538358229E10
1.78999999999999848E1	10	2.46072262820397958E10

var_c	harmindex	freq[158, ::]
1.79999999999999849E1	0	0.00000000000000000E0
1.79999999999999849E1	1	2.46067514557198308E9
1.79999999999999849E1	2	4.92135029114396616E9
1.79999999999999849E1	3	7.38202543671595190E9
1.79999999999999849E1	4	9.84270058228793232E9
1.79999999999999849E1	5	1.23033757278599154E10
1.79999999999999849E1	6	1.47640508734319043E10
1.79999999999999849E1	7	1.72247260190038887E10
1.79999999999999849E1	8	1.96854011645758642E10
1.79999999999999849E1	9	2.21460763101478531E10
1.79999999999999849E1	10	2.46067514557198308E10

var_c	harmindex	freq[159, ::]
1.80999999999999872E1	0	0.00000000000000000E0
1.80999999999999872E1	1	2.46062818115220283E9
1.80999999999999872E1	2	4.92125636230440566E9
1.80999999999999872E1	3	7.38188454345660894E9
1.80999999999999872E1	4	9.84251272460881133E9
1.80999999999999872E1	5	1.23031409057610142E10
1.80999999999999872E1	6	1.47637690869132188E10
1.80999999999999872E1	7	1.72243972680654167E10
1.80999999999999872E1	8	1.96850254492176235E10
1.80999999999999872E1	9	2.21456536303698259E10
1.80999999999999872E1	10	2.46062818115220283E10

var_c	harmindex	freq[160, ::]
1.81999999999999895E1	0	0.00000000000000000E0
1.81999999999999895E1	1	2.46058172650732931E9
1.81999999999999895E1	2	4.92116345301465863E9
1.81999999999999895E1	3	7.38174517952198794E9
1.81999999999999895E1	4	9.84232690602931726E9
1.81999999999999895E1	5	1.23029086325366466E10
1.81999999999999895E1	6	1.47634903590439759E10
1.81999999999999895E1	7	1.72240720855513052E10
1.81999999999999895E1	8	1.96846538120586345E10
1.81999999999999895E1	9	2.21452355385659683E10
1.81999999999999895E1	10	2.46058172650732931E10

var_c	harmindex	freq[161, ::]
1.82999999999999896E1	0	0.00000000000000000E0
1.82999999999999896E1	1	2.46053577338222951E9
1.82999999999999896E1	2	4.92107154676445901E9
1.82999999999999896E1	3	7.38160732014668763E9
1.82999999999999896E1	4	9.84214309352891803E9
1.82999999999999896E1	5	1.23026788669111475E10
1.82999999999999896E1	6	1.47632146402933762E10
1.82999999999999896E1	7	1.72237504136756070E10
1.82999999999999896E1	8	1.96842861870578356E10
1.82999999999999896E1	9	2.21448219604400620E10
1.82999999999999896E1	10	2.46053577338222951E10

var_c	harmindex	freq[162, ::]
1.83999999999999919E1	0	0.00000000000000000E0
1.83999999999999919E1	1	2.46049031369901972E9
1.83999999999999919E1	2	4.92098062739803943E9
1.83999999999999919E1	3	7.38147094109705915E9
1.83999999999999919E1	4	9.84196125479607886E9
1.83999999999999919E1	5	1.23024515684950986E10
1.83999999999999919E1	6	1.47629418821941183E10
1.83999999999999919E1	7	1.72234321958931380E10
1.83999999999999919E1	8	1.96839225095921577E10
1.83999999999999919E1	9	2.21444128232911774E10
1.83999999999999919E1	10	2.46049031369901972E10

var_c	harmindex	freq[163, ::]
1.84999999999999920E1	0	0.00000000000000000E0
1.84999999999999920E1	1	2.46044533955242350E9
1.84999999999999920E1	2	4.92089067910484701E9
1.84999999999999920E1	3	7.38133601865726963E9
1.84999999999999920E1	4	9.84178135820969402E9
1.84999999999999920E1	5	1.23022266977621175E10
1.84999999999999920E1	6	1.47626720373145393E10
1.84999999999999920E1	7	1.72231173768669632E10
1.84999999999999920E1	8	1.96835627164193872E10
1.84999999999999920E1	9	2.21440080559718133E10
1.84999999999999920E1	10	2.46044533955242350E10

var_c	harmindex	freq[164, ::]
1.85999999999999943E1	0	0.00000000000000000E0
1.85999999999999943E1	1	2.46040084320508035E9
1.85999999999999943E1	2	4.92080168641016069E9
1.85999999999999943E1	3	7.38120252961524148E9
1.85999999999999943E1	4	9.84160337282032138E9
1.85999999999999943E1	5	1.23020042160254062E10
1.85999999999999943E1	6	1.47624050592304834E10
1.85999999999999943E1	7	1.72228059024355629E10
1.85999999999999943E1	8	1.96832067456406423E10
1.85999999999999943E1	9	2.21436075888457262E10
1.85999999999999943E1	10	2.46040084320508123E10

var_c	harmindex	freq[165, ::]
1.86999999999999966E1	0	0.00000000000000000E0
1.86999999999999966E1	1	2.46035681708320109E9
1.86999999999999966E1	2	4.92071363416640217E9
1.86999999999999966E1	3	7.38107045124960415E9
1.86999999999999966E1	4	9.84142726833280435E9
1.86999999999999966E1	5	1.23017840854160054E10
1.86999999999999966E1	6	1.47621409024992079E10
1.86999999999999966E1	7	1.72224977195824147E10
1.86999999999999966E1	8	1.96828545366656082E10
1.86999999999999966E1	9	2.21432113537488018E10
1.86999999999999966E1	10	2.46035681708320109E10

var_c	harmindex	freq[166, ::]
1.87999999999999967E1	0	0.00000000000000000E0
1.87999999999999967E1	1	2.46031325377219101E9
1.87999999999999967E1	2	4.92062650754438202E9
1.87999999999999967E1	3	7.38093976131657392E9
1.87999999999999967E1	4	9.84125301508876404E9
1.87999999999999967E1	5	1.23015662688609551E10
1.87999999999999967E1	6	1.47618795226331478E10
1.87999999999999967E1	7	1.72221927764053429E10
1.87999999999999967E1	8	1.96825060301775290E10
1.87999999999999967E1	9	2.21428192839497262E10
1.87999999999999967E1	10	2.46031325377219101E10

var_c	harmindex	freq[167, ::]
1.88999999999999990E1	0	0.00000000000000000E0
1.88999999999999990E1	1	2.46027014601254379E9
1.88999999999999990E1	2	4.92054029202508758E9
1.88999999999999990E1	3	7.38081043803763048E9
1.88999999999999990E1	4	9.84108058405017516E9
1.88999999999999990E1	5	1.23013507300627190E10
1.88999999999999990E1	6	1.47616208760752610E10
1.88999999999999990E1	7	1.72218910220878074E10
1.88999999999999990E1	8	1.96821611681003494E10
1.88999999999999990E1	9	2.21424313141128914E10
1.88999999999999990E1	10	2.46027014601254379E10

var_c	harmindex	freq[168, ::]
1.89999999999999991E1	0	0.00000000000000000E0
1.89999999999999991E1	1	2.46022748669578961E9
1.89999999999999991E1	2	4.92045497339157922E9
1.89999999999999991E1	3	7.38068246008736839E9
1.89999999999999991E1	4	9.84090994678315845E9
1.89999999999999991E1	5	1.23011374334789481E10
1.89999999999999991E1	6	1.47613649201747377E10
1.89999999999999991E1	7	1.72215924068705273E10
1.89999999999999991E1	8	1.96818198935663169E10
1.89999999999999991E1	9	2.21420473802621043E10
1.89999999999999991E1	10	2.46022748669578961E10

var_c	harmindex	freq[169, ::]
1.91000000000000014E1	0	0.00000000000000000E0
1.91000000000000014E1	1	2.46018526886058586E9
1.91000000000000014E1	2	4.92037053772117172E9
1.91000000000000014E1	3	7.38055580658175625E9
1.91000000000000014E1	4	9.84074107544234344E9
1.91000000000000014E1	5	1.23009263443029293E10
1.91000000000000014E1	6	1.47611116131635134E10
1.91000000000000014E1	7	1.72212968820240997E10
1.91000000000000014E1	8	1.96814821508846860E10
1.91000000000000014E1	9	2.21416674197452723E10
1.91000000000000014E1	10	2.46018526886058586E10

var_c	harmindex	freq[170, ::]
1.92000000000000037E1	0	0.00000000000000000E0
1.92000000000000037E1	1	2.46014348568892638E9
1.92000000000000037E1	2	4.92028697137785276E9
1.92000000000000037E1	3	7.38043045706677692E9
1.92000000000000037E1	4	9.84057394275570552E9
1.92000000000000037E1	5	1.23007174284446319E10
1.92000000000000037E1	6	1.47608609141335534E10
1.92000000000000037E1	7	1.72210043998224793E10
1.92000000000000037E1	8	1.96811478855114119E10
1.92000000000000037E1	9	2.21412913712003334E10
1.92000000000000037E1	10	2.46014348568892638E10

var_c	harmindex	freq[171, ::]
1.93000000000000038E1	0	0.00000000000000000E0
1.93000000000000038E1	1	2.46010213050247106E9
1.93000000000000038E1	2	4.92020426100494213E9
1.93000000000000038E1	3	7.38030639150741319E9
1.93000000000000038E1	4	9.84040852200988425E9
1.93000000000000038E1	5	1.23005106525123553E10
1.93000000000000038E1	6	1.47606127830148259E10
1.93000000000000038E1	7	1.72207149135173010E10
1.93000000000000038E1	8	1.96808170440197694E10
1.93000000000000038E1	9	2.21409191745222467E10
1.93000000000000038E1	10	2.46010213050247106E10

var_c	harmindex	freq[172, ::]
1.94000000000000061E1	0	0.00000000000000000E0
1.94000000000000061E1	1	2.46006119675901891E9
1.94000000000000061E1	2	4.92012239351803782E9
1.94000000000000061E1	3	7.38018359027705628E9
1.94000000000000061E1	4	9.84024478703607564E9
1.94000000000000061E1	5	1.23003059837950945E10
1.94000000000000061E1	6	1.47603671805541126E10
1.94000000000000061E1	7	1.72204283773131306E10
1.94000000000000061E1	8	1.96804895740721508E10
1.94000000000000061E1	9	2.21405507708311688E10
1.94000000000000061E1	10	2.46006119675901891E10

var_c	harmindex	freq[173, ::]
1.95000000000000062E1	0	0.00000000000000000E0
1.95000000000000062E1	1	2.46002067804899305E9
1.95000000000000062E1	2	4.92004135609798610E9
1.95000000000000062E1	3	7.38006203414697914E9
1.95000000000000062E1	4	9.84008271219597219E9
1.95000000000000062E1	5	1.23001033902449652E10
1.95000000000000062E1	6	1.47601240682939583E10
1.95000000000000062E1	7	1.72201447463429469E10
1.95000000000000062E1	8	1.96801654243919444E10
1.95000000000000062E1	9	2.21401861024409374E10
1.95000000000000062E1	10	2.46002067804899305E10

var_c	harmindex	freq[174, ::]
1.96000000000000085E1	0	0.00000000000000000E0
1.96000000000000085E1	1	2.45998056809216958E9
1.96000000000000085E1	2	4.91996113618433917E9
1.96000000000000085E1	3	7.37994170427650964E9
1.96000000000000085E1	4	9.83992227236867834E9
1.96000000000000085E1	5	1.22999028404608479E10
1.96000000000000085E1	6	1.47598834085530184E10
1.96000000000000085E1	7	1.72198639766451889E10
1.96000000000000085E1	8	1.96798445447373571E10
1.96000000000000085E1	9	2.21398251128295298E10
1.96000000000000085E1	10	2.45998056809216958E10

var_c	harmindex	freq[175, ::]
1.97000000000000108E1	0	0.00000000000000000E0
1.97000000000000108E1	1	2.45994086073437312E9
1.97000000000000108E1	2	4.91988172146874625E9
1.97000000000000108E1	3	7.37982258220311849E9
1.97000000000000108E1	4	9.83976344293749250E9
1.97000000000000108E1	5	1.22997043036718656E10
1.97000000000000108E1	6	1.47596451644062365E10
1.97000000000000108E1	7	1.72195860251406141E10
1.97000000000000108E1	8	1.96795268858749850E10
1.97000000000000108E1	9	2.21394677466093626E10
1.97000000000000108E1	10	2.45994086073437312E10

var_c	harmindex	freq[176, ::]
1.98000000000000109E1	0	0.00000000000000000E0
1.98000000000000109E1	1	2.45990154994436594E9
1.98000000000000109E1	2	4.91980309988873188E9
1.98000000000000109E1	3	7.37970464983309871E9
1.98000000000000109E1	4	9.83960619977746376E9
1.98000000000000109E1	5	1.22995077497218297E10
1.98000000000000109E1	6	1.47594092996661974E10
1.98000000000000109E1	7	1.72193108496105585E10
1.98000000000000109E1	8	1.96792123995549284E10
1.98000000000000109E1	9	2.21391139494992872E10
1.98000000000000109E1	10	2.45990154994436594E10

var_c	harmindex	freq[177, ::]
1.99000000000000132E1	0	0.00000000000000000E0
1.99000000000000132E1	1	2.45986262981078108E9
1.99000000000000132E1	2	4.91972525962156215E9
1.99000000000000132E1	3	7.37958788943234190E9
1.99000000000000132E1	4	9.83945051924312430E9
1.99000000000000132E1	5	1.22993131490539032E10
1.99000000000000132E1	6	1.47591757788646838E10
1.99000000000000132E1	7	1.72190384086754666E10
1.99000000000000132E1	8	1.96789010384862495E10
1.99000000000000132E1	9	2.21387636682970390E10
1.99000000000000132E1	10	2.45986262981078063E10

var_c	harmindex	freq[178, ::]
2.00000000000000133E1	0	0.00000000000000000E0
2.00000000000000133E1	1	2.45982409453914652E9
2.00000000000000133E1	2	4.91964818907829304E9
2.00000000000000133E1	3	7.37947228361743868E9
2.00000000000000133E1	4	9.83929637815658609E9
2.00000000000000133E1	5	1.22991204726957326E10
2.00000000000000133E1	6	1.47589445672348774E10
2.00000000000000133E1	7	1.72187686617740310E10
2.00000000000000133E1	8	1.96785927563131713E10
2.00000000000000133E1	9	2.21384168508523249E10
2.00000000000000133E1	10	2.45982409453914652E10

var_c	harmindex	freq[179, ::]
2.01000000000000156E1	0	0.00000000000000000E0
2.01000000000000156E1	1	2.45978593844902749E9
2.01000000000000156E1	2	4.91957187689805497E9
2.01000000000000156E1	3	7.37935781534708024E9
2.01000000000000156E1	4	9.83914375379610995E9
2.01000000000000156E1	5	1.22989296922451352E10
2.01000000000000156E1	6	1.47587156306941614E10
2.01000000000000156E1	7	1.72185015691431920E10
2.01000000000000156E1	8	1.96782875075922203E10
2.01000000000000156E1	9	2.21380734460412443E10
2.01000000000000156E1	10	2.45978593844902704E10

var_c	harmindex	freq[180, ::]
2.02000000000000179E1	0	0.00000000000000000E0
2.02000000000000179E1	1	2.45974815597123930E9
2.02000000000000179E1	2	4.91949631194247861E9
2.02000000000000179E1	3	7.37924446791371658E9
2.02000000000000179E1	4	9.83899262388495721E9
2.02000000000000179E1	5	1.22987407798561965E10
2.02000000000000179E1	6	1.47584889358274340E10
2.02000000000000179E1	7	1.72182370917986782E10
2.02000000000000179E1	8	1.96779852477699135E10
2.02000000000000179E1	9	2.21377334037411577E10
2.02000000000000179E1	10	2.45974815597123930E10

var_c	harmindex	freq[181, ::]
2.03000000000000203E1	0	0.00000000000000000E0
2.03000000000000203E1	1	2.45971074164511716E9
2.03000000000000203E1	2	4.91942148329023432E9
2.03000000000000203E1	3	7.37913222493535148E9
2.03000000000000203E1	4	9.83884296658046864E9
2.03000000000000203E1	5	1.22985537082255858E10
2.03000000000000203E1	6	1.47582644498707038E10
2.03000000000000203E1	7	1.72179751915158197E10
2.03000000000000203E1	8	1.96776859331609377E10
2.03000000000000203E1	9	2.21373966748060491E10
2.03000000000000203E1	10	2.45971074164511716E10

var_c	harmindex	freq[182, ::]
2.04000000000000181E1	0	0.00000000000000000E0
2.04000000000000181E1	1	2.45967369011589376E9
2.04000000000000181E1	2	4.91934738023178753E9
2.04000000000000181E1	3	7.37902107034768306E9
2.04000000000000181E1	4	9.83869476046357505E9
2.04000000000000181E1	5	1.22983684505794688E10
2.04000000000000181E1	6	1.47580421406953666E10
2.04000000000000181E1	7	1.72177158308112555E10
2.04000000000000181E1	8	1.96773895209271510E10
2.04000000000000181E1	9	2.21370632110430332E10
2.04000000000000181E1	10	2.45967369011589376E10

var_c	harmindex	freq[183, ::]
2.05000000000000204E1	0	0.00000000000000000E0
2.05000000000000204E1	1	2.45963699613215914E9
2.05000000000000204E1	2	4.91927399226431827E9
2.05000000000000204E1	3	7.37891098839647963E9
2.05000000000000204E1	4	9.83854798452863655E9
2.05000000000000204E1	5	1.22981849806607957E10
2.05000000000000204E1	6	1.47578219767929597E10
2.05000000000000204E1	7	1.72174589729251193E10
2.05000000000000204E1	8	1.96770959690572722E10
2.05000000000000204E1	9	2.21367329651894318E10
2.05000000000000204E1	10	2.45963699613215914E10

var_c	harmindex	freq[184, ::]
2.06000000000000227E1	0	0.00000000000000000E0
2.06000000000000227E1	1	2.45960065454335597E9
2.06000000000000227E1	2	4.91920130908671194E9
2.06000000000000227E1	3	7.37880196363006924E9
2.06000000000000227E1	4	9.83840261817342387E9
2.06000000000000227E1	5	1.22980032727167798E10
2.06000000000000227E1	6	1.47576039272601389E10
2.06000000000000227E1	7	1.72172045818034936E10
2.06000000000000227E1	8	1.96768052363468482E10
2.06000000000000227E1	9	2.21364058908902051E10
2.06000000000000227E1	10	2.45960065454335597E10

var_c	harmindex	freq[185, ::]
2.07000000000000250E1	0	0.00000000000000000E0
2.07000000000000250E1	1	2.45956466029738596E9
2.07000000000000250E1	2	4.91912932059477193E9
2.07000000000000250E1	3	7.37869398089215700E9
2.07000000000000250E1	4	9.83825864118954385E9
2.07000000000000250E1	5	1.22978233014869298E10
2.07000000000000250E1	6	1.47573879617843140E10
2.07000000000000250E1	7	1.72169526220816960E10
2.07000000000000250E1	8	1.96765172823790868E10
2.07000000000000250E1	9	2.21360819426764621E10
2.07000000000000250E1	10	2.45956466029738596E10

var_c	harmindex	freq[186, ::]
2.08000000000000274E1	0	0.00000000000000000E0
2.08000000000000274E1	1	2.45952900843824729E9
2.08000000000000274E1	2	4.91905801687649458E9
2.08000000000000274E1	3	7.37858702531474098E9
2.08000000000000274E1	4	9.83811603375298915E9
2.08000000000000274E1	5	1.22976450421912364E10
2.08000000000000274E1	6	1.47571740506294824E10
2.08000000000000274E1	7	1.72167030590677372E10
2.08000000000000274E1	8	1.96762320675059788E10
2.08000000000000274E1	9	2.21357610759442203E10
2.08000000000000274E1	10	2.45952900843824729E10

var_c	harmindex	freq[187, ::]
2.09000000000000252E1	0	0.00000000000000000E0
2.09000000000000252E1	1	2.45949369410379948E9
2.09000000000000252E1	2	4.91898738820759895E9
2.09000000000000252E1	3	7.37848108231139843E9
2.09000000000000252E1	4	9.83797477641519791E9
2.09000000000000252E1	5	1.22974684705189974E10
2.09000000000000252E1	6	1.47569621646227978E10
2.09000000000000252E1	7	1.72164558587265981E10
2.09000000000000252E1	8	1.96759495528303963E10
2.09000000000000252E1	9	2.21354432469341944E10
2.09000000000000252E1	10	2.45949369410379948E10

var_c	harmindex	freq[188, ::]
2.10000000000000275E1	0	0.00000000000000000E0
2.10000000000000275E1	1	2.45945871252352433E9
